H1	H2
ScomH1c09g0028872	ScomH2c09g0028467
ScomH1c09g0028873	ScomH2c09g0028468
ScomH1c09g0028875	ScomH2c09g0028473
ScomH1c09g0028877	ScomH2c09g0028476
ScomH1c09g0028878	ScomH2c09g0028477
ScomH1c09g0028879	ScomH2c09g0028478
ScomH1c09g0028880	ScomH2c09g0028479
ScomH1c09g0028881	ScomH2c09g0028480
ScomH1c09g0028883	ScomH2c09g0028481
ScomH1c09g0028884	ScomH2c09g0028482
ScomH1c09g0028885	ScomH2c09g0028483
ScomH1c09g0028886	ScomH2c09g0028484
ScomH1c09g0028887	ScomH2c09g0028485
ScomH1c09g0028888	ScomH2c09g0028486
ScomH1c09g0028889	ScomH2c09g0028487
ScomH1c09g0028890	ScomH2c09g0028488
ScomH1c09g0028891	ScomH2c09g0028489
ScomH1c09g0028892	ScomH2c09g0028490
ScomH1c09g0028894	ScomH2c09g0028491
ScomH1c09g0028895	ScomH2c09g0028492
ScomH1c09g0028896	ScomH2c09g0028493
ScomH1c09g0028897	ScomH2c09g0028494
ScomH1c09g0028898	ScomH2c09g0028495
ScomH1c09g0028899	ScomH2c09g0028496
ScomH1c09g0028901	ScomH2c09g0028498
ScomH1c09g0028902	ScomH2c09g0028499
ScomH1c09g0028904	ScomH2c09g0028500
ScomH1c09g0028905	ScomH2c09g0028501
ScomH1c09g0028906	ScomH2c09g0028502
ScomH1c09g0028908	ScomH2c09g0028504
ScomH1c09g0028909	ScomH2c09g0028505
ScomH1c09g0028912	ScomH2c09g0028507
ScomH1c09g0028914	ScomH2c09g0028508
ScomH1c09g0028915	ScomH2c09g0028509
ScomH1c09g0028916	ScomH2c09g0028512
ScomH1c09g0028917	ScomH2c09g0028513
ScomH1c09g0028918	ScomH2c09g0028514
ScomH1c09g0028919	ScomH2c09g0028515
ScomH1c09g0028920	ScomH2c09g0028523
ScomH1c09g0028923	ScomH2c09g0028524
ScomH1c09g0028927	ScomH2c09g0028526
ScomH1c09g0028929	ScomH2c09g0028527
ScomH1c09g0028932	ScomH2c09g0028530
ScomH1c09g0028934	ScomH2c09g0028532
ScomH1c09g0028936	ScomH2c09g0028534
ScomH1c09g0028938	ScomH2c09g0028536
ScomH1c09g0028939	ScomH2c09g0028537
ScomH1c09g0028942	ScomH2c09g0028541
ScomH1c09g0028943	ScomH2c09g0028542
ScomH1c09g0028945	ScomH2c09g0028544
ScomH1c09g0028946	ScomH2c09g0028545
ScomH1c09g0028947	ScomH2c09g0028546
ScomH1c09g0028948	ScomH2c09g0028547
ScomH1c09g0028950	ScomH2c09g0028549
ScomH1c09g0028953	ScomH2c09g0028551
ScomH1c09g0028954	ScomH2c09g0028553
ScomH1c09g0028956	ScomH2c09g0028555
ScomH1c09g0028957	ScomH2c09g0028556
ScomH1c09g0028958	ScomH2c09g0028557
ScomH1c09g0028959	ScomH2c09g0028558
ScomH1c09g0028962	ScomH2c09g0028561
ScomH1c09g0028963	ScomH2c09g0028562
ScomH1c09g0028964	ScomH2c09g0028563
ScomH1c09g0028965	ScomH2c09g0028564
ScomH1c09g0028966	ScomH2c09g0028565
ScomH1c09g0028967	ScomH2c09g0028566
ScomH1c09g0028968	ScomH2c09g0028567
ScomH1c09g0028971	ScomH2c09g0028569
ScomH1c09g0028974	ScomH2c09g0028570
ScomH1c09g0028975	ScomH2c09g0028571
ScomH1c09g0028976	ScomH2c09g0028573
ScomH1c09g0028977	ScomH2c09g0028574
ScomH1c09g0028979	ScomH2c09g0028575
ScomH1c09g0028980	ScomH2c09g0028576
ScomH1c09g0028981	ScomH2c09g0028577
ScomH1c09g0028982	ScomH2c09g0028578
ScomH1c09g0028983	ScomH2c09g0028579
ScomH1c09g0028984	ScomH2c09g0028580
ScomH1c09g0028985	ScomH2c09g0028581
ScomH1c09g0028986	ScomH2c09g0028582
ScomH1c09g0028987	ScomH2c09g0028583
ScomH1c09g0028989	ScomH2c09g0028584
ScomH1c09g0028990	ScomH2c09g0028585
ScomH1c09g0028991	ScomH2c09g0028586
ScomH1c09g0028992	ScomH2c09g0028587
ScomH1c09g0028993	ScomH2c09g0028588
ScomH1c09g0028994	ScomH2c09g0028589
ScomH1c09g0028995	ScomH2c09g0028590
ScomH1c09g0028996	ScomH2c09g0028591
ScomH1c09g0028997	ScomH2c09g0028592
ScomH1c09g0028998	ScomH2c09g0028593
ScomH1c09g0029000	ScomH2c09g0028595
ScomH1c09g0029001	ScomH2c09g0028596
ScomH1c09g0029002	ScomH2c09g0028597
ScomH1c09g0029003	ScomH2c09g0028598
ScomH1c09g0029004	ScomH2c09g0028599
ScomH1c09g0029005	ScomH2c09g0028600
ScomH1c09g0029006	ScomH2c09g0028601
ScomH1c09g0029008	ScomH2c09g0028603
ScomH1c09g0029007	ScomH2c09g0028602
ScomH1c09g0029009	ScomH2c09g0028604
ScomH1c09g0029010	ScomH2c09g0028605
ScomH1c09g0029011	ScomH2c09g0028606
ScomH1c09g0029013	ScomH2c09g0028608
ScomH1c09g0029014	ScomH2c09g0028609
ScomH1c09g0029016	ScomH2c09g0028610
ScomH1c09g0029017	ScomH2c09g0028611
ScomH1c09g0029018	ScomH2c09g0028612
ScomH1c09g0029019	ScomH2c09g0028613
ScomH1c09g0029020	ScomH2c09g0028614
ScomH1c09g0029021	ScomH2c09g0028615
ScomH1c09g0029022	ScomH2c09g0028616
ScomH1c09g0029023	ScomH2c09g0028617
ScomH1c09g0029024	ScomH2c09g0028618
ScomH1c09g0029025	ScomH2c09g0028619
ScomH1c09g0029026	ScomH2c09g0028620
ScomH1c09g0029027	ScomH2c09g0028623
ScomH1c09g0029028	ScomH2c09g0028625
ScomH1c09g0029029	ScomH2c09g0028626
ScomH1c09g0029030	ScomH2c09g0028627
ScomH1c09g0029031	ScomH2c09g0028628
ScomH1c09g0029032	ScomH2c09g0028629
ScomH1c09g0029033	ScomH2c09g0028630
ScomH1c09g0029034	ScomH2c09g0028631
ScomH1c09g0029035	ScomH2c09g0028632
ScomH1c09g0029036	ScomH2c09g0028633
ScomH1c09g0029037	ScomH2c09g0028634
ScomH1c09g0029038	ScomH2c09g0028635
ScomH1c09g0029039	ScomH2c09g0028636
ScomH1c09g0029040	ScomH2c09g0028637
ScomH1c09g0029041	ScomH2c09g0028638
ScomH1c09g0029042	ScomH2c09g0028639
ScomH1c09g0030327	ScomH2c09g0029928
ScomH1c09g0030334	ScomH2c09g0029933
ScomH1c09g0030359	ScomH2c09g0029945
ScomH1c09g0030362	ScomH2c09g0029952
ScomH1c09g0030371	ScomH2c09g0029953
ScomH1c09g0030391	ScomH2c09g0029962
ScomH1c09g0030405	ScomH2c09g0029969
ScomH1c09g0030409	ScomH2c09g0029973
ScomH1c09g0030411	ScomH2c09g0029977
ScomH1c09g0030421	ScomH2c09g0029982
ScomH1c09g0030423	ScomH2c09g0029984
ScomH1c09g0028738	ScomH2c09g0028382
ScomH1c09g0028743	ScomH2c09g0028384
ScomH1c09g0028744	ScomH2c09g0028386
ScomH1c09g0028745	ScomH2c09g0028387
ScomH1c09g0028746	ScomH2c09g0028389
ScomH1c09g0028757	ScomH2c09g0028390
ScomH1c09g0028758	ScomH2c09g0028391
ScomH1c09g0029103	ScomH2c09g0028692
ScomH1c09g0029104	ScomH2c09g0028693
ScomH1c09g0029109	ScomH2c09g0028694
ScomH1c09g0029115	ScomH2c09g0028699
ScomH1c09g0029120	ScomH2c09g0028704
ScomH1c09g0029122	ScomH2c09g0028708
ScomH1c09g0028681	ScomH2c09g0028443
ScomH1c09g0028683	ScomH2c09g0028441
ScomH1c09g0028684	ScomH2c09g0028440
ScomH1c09g0028687	ScomH2c09g0028439
ScomH1c09g0028689	ScomH2c09g0028438
ScomH1c09g0028690	ScomH2c09g0028437
ScomH1c09g0028691	ScomH2c09g0028436
ScomH1c09g0028692	ScomH2c09g0028434
ScomH1c09g0028693	ScomH2c09g0028433
ScomH1c09g0028694	ScomH2c09g0028432
ScomH1c09g0028695	ScomH2c09g0028431
ScomH1c09g0028696	ScomH2c09g0028430
ScomH1c09g0028697	ScomH2c09g0028428
ScomH1c09g0028698	ScomH2c09g0028427
ScomH1c09g0028700	ScomH2c09g0028425
ScomH1c09g0028701	ScomH2c09g0028423
ScomH1c09g0028702	ScomH2c09g0028422
ScomH1c09g0028703	ScomH2c09g0028421
ScomH1c09g0028704	ScomH2c09g0028420
ScomH1c09g0028705	ScomH2c09g0028419
ScomH1c09g0028706	ScomH2c09g0028418
ScomH1c09g0028709	ScomH2c09g0028417
ScomH1c09g0028710	ScomH2c09g0028416
ScomH1c09g0028711	ScomH2c09g0028415
ScomH1c09g0028712	ScomH2c09g0028414
ScomH1c09g0028713	ScomH2c09g0028413
ScomH1c09g0028714	ScomH2c09g0028412
ScomH1c09g0028719	ScomH2c09g0028410
ScomH1c09g0028721	ScomH2c09g0028409
ScomH1c09g0028723	ScomH2c09g0028408
ScomH1c09g0028726	ScomH2c09g0028406
ScomH1c09g0028727	ScomH2c09g0028404
ScomH1c09g0028728	ScomH2c09g0028403
ScomH1c09g0028730	ScomH2c09g0028401
ScomH1c09g0028731	ScomH2c09g0028400
ScomH1c09g0028732	ScomH2c09g0028397
ScomH1c09g0028734	ScomH2c09g0028396
ScomH1c09g0028735	ScomH2c09g0028395
ScomH1c09g0028736	ScomH2c09g0028394
ScomH1c09g0028737	ScomH2c09g0028393
ScomH1c09g0028760	ScomH2c09g0028377
ScomH1c09g0028763	ScomH2c09g0028376
ScomH1c09g0028764	ScomH2c09g0028375
ScomH1c09g0028765	ScomH2c09g0028374
ScomH1c09g0028766	ScomH2c09g0028373
ScomH1c09g0028767	ScomH2c09g0028372
ScomH1c09g0028770	ScomH2c09g0028368
ScomH1c09g0028773	ScomH2c09g0028364
ScomH1c09g0028774	ScomH2c09g0028363
ScomH1c09g0028775	ScomH2c09g0028362
ScomH1c09g0028776	ScomH2c09g0028361
ScomH1c09g0028777	ScomH2c09g0028360
ScomH1c09g0028778	ScomH2c09g0028359
ScomH1c09g0028779	ScomH2c09g0028358
ScomH1c09g0028780	ScomH2c09g0028357
ScomH1c09g0028781	ScomH2c09g0028356
ScomH1c09g0028782	ScomH2c09g0028355
ScomH1c09g0028784	ScomH2c09g0028354
ScomH1c09g0028785	ScomH2c09g0028353
ScomH1c09g0028787	ScomH2c09g0028351
ScomH1c09g0028788	ScomH2c09g0028350
ScomH1c09g0028791	ScomH2c09g0028348
ScomH1c09g0028792	ScomH2c09g0028347
ScomH1c09g0028793	ScomH2c09g0028346
ScomH1c09g0028794	ScomH2c09g0028345
ScomH1c09g0028795	ScomH2c09g0028344
ScomH1c09g0028796	ScomH2c09g0028343
ScomH1c09g0028800	ScomH2c09g0028341
ScomH1c09g0028803	ScomH2c09g0028340
ScomH1c09g0028805	ScomH2c09g0028338
ScomH1c09g0028807	ScomH2c09g0028334
ScomH1c09g0028808	ScomH2c09g0028332
ScomH1c09g0028809	ScomH2c09g0028331
ScomH1c09g0028810	ScomH2c09g0028330
ScomH1c09g0028811	ScomH2c09g0028329
ScomH1c09g0028812	ScomH2c09g0028328
ScomH1c09g0028815	ScomH2c09g0028327
ScomH1c09g0028816	ScomH2c09g0028324
ScomH1c09g0028818	ScomH2c09g0028323
ScomH1c09g0028820	ScomH2c09g0028321
ScomH1c09g0028821	ScomH2c09g0028320
ScomH1c09g0028822	ScomH2c09g0028319
ScomH1c09g0028824	ScomH2c09g0028318
ScomH1c09g0028825	ScomH2c09g0028317
ScomH1c09g0028826	ScomH2c09g0028314
ScomH1c09g0028827	ScomH2c09g0028313
ScomH1c09g0028828	ScomH2c09g0028311
ScomH1c09g0028829	ScomH2c09g0028310
ScomH1c09g0028831	ScomH2c09g0028309
ScomH1c09g0028833	ScomH2c09g0028308
ScomH1c09g0028835	ScomH2c09g0028307
ScomH1c09g0028836	ScomH2c09g0028306
ScomH1c09g0028837	ScomH2c09g0028305
ScomH1c09g0028838	ScomH2c09g0028304
ScomH1c09g0028839	ScomH2c09g0028303
ScomH1c09g0028840	ScomH2c09g0028302
ScomH1c09g0028841	ScomH2c09g0028301
ScomH1c09g0028842	ScomH2c09g0028300
ScomH1c09g0028844	ScomH2c09g0028298
ScomH1c09g0028845	ScomH2c09g0028297
ScomH1c09g0028846	ScomH2c09g0028295
ScomH1c09g0028847	ScomH2c09g0028294
ScomH1c09g0028848	ScomH2c09g0028293
ScomH1c09g0028849	ScomH2c09g0028292
ScomH1c09g0028850	ScomH2c09g0028291
ScomH1c09g0028852	ScomH2c09g0028285
ScomH1c09g0028853	ScomH2c09g0028284
ScomH1c09g0029045	ScomH2c09g0028773
ScomH1c09g0029046	ScomH2c09g0028772
ScomH1c09g0029047	ScomH2c09g0028770
ScomH1c09g0029048	ScomH2c09g0028769
ScomH1c09g0029049	ScomH2c09g0028768
ScomH1c09g0029051	ScomH2c09g0028767
ScomH1c09g0029053	ScomH2c09g0028765
ScomH1c09g0029054	ScomH2c09g0028764
ScomH1c09g0029055	ScomH2c09g0028763
ScomH1c09g0029056	ScomH2c09g0028761
ScomH1c09g0029057	ScomH2c09g0028760
ScomH1c09g0029059	ScomH2c09g0028759
ScomH1c09g0029060	ScomH2c09g0028758
ScomH1c09g0029061	ScomH2c09g0028757
ScomH1c09g0029063	ScomH2c09g0028755
ScomH1c09g0029066	ScomH2c09g0028752
ScomH1c09g0029067	ScomH2c09g0028750
ScomH1c09g0029068	ScomH2c09g0028748
ScomH1c09g0029069	ScomH2c09g0028747
ScomH1c09g0029070	ScomH2c09g0028746
ScomH1c09g0029071	ScomH2c09g0028745
ScomH1c09g0029073	ScomH2c09g0028740
ScomH1c09g0029074	ScomH2c09g0028738
ScomH1c09g0029076	ScomH2c09g0028737
ScomH1c09g0029077	ScomH2c09g0028736
ScomH1c09g0029078	ScomH2c09g0028735
ScomH1c09g0029079	ScomH2c09g0028734
ScomH1c09g0029081	ScomH2c09g0028732
ScomH1c09g0029082	ScomH2c09g0028730
ScomH1c09g0029084	ScomH2c09g0028728
ScomH1c09g0029085	ScomH2c09g0028727
ScomH1c09g0029087	ScomH2c09g0028724
ScomH1c09g0029088	ScomH2c09g0028723
ScomH1c09g0029089	ScomH2c09g0028722
ScomH1c09g0029090	ScomH2c09g0028721
ScomH1c09g0029091	ScomH2c09g0028720
ScomH1c09g0029092	ScomH2c09g0028719
ScomH1c09g0029093	ScomH2c09g0028718
ScomH1c09g0029094	ScomH2c09g0028717
ScomH1c09g0029095	ScomH2c09g0028716
ScomH1c09g0029096	ScomH2c09g0028715
ScomH1c09g0029097	ScomH2c09g0028714
ScomH1c09g0029098	ScomH2c09g0028713
ScomH1c09g0029100	ScomH2c09g0028711
ScomH1c09g0029102	ScomH2c09g0028709
ScomH1c09g0029105	ScomH2c09g0028707
ScomH1c09g0029106	ScomH2c09g0028706
ScomH1c09g0029107	ScomH2c09g0028705
ScomH1c09g0029109	ScomH2c09g0028704
ScomH1c09g0029111	ScomH2c09g0028703
ScomH1c09g0029112	ScomH2c09g0028702
ScomH1c09g0029113	ScomH2c09g0028701
ScomH1c09g0029114	ScomH2c09g0028700
ScomH1c09g0029116	ScomH2c09g0028698
ScomH1c09g0029117	ScomH2c09g0028697
ScomH1c09g0029118	ScomH2c09g0028696
ScomH1c09g0029119	ScomH2c09g0028695
ScomH1c09g0029120	ScomH2c09g0028694
ScomH1c09g0029121	ScomH2c09g0028693
ScomH1c09g0029122	ScomH2c09g0028692
ScomH1c09g0029123	ScomH2c09g0028689
ScomH1c09g0029125	ScomH2c09g0028688
ScomH1c09g0029126	ScomH2c09g0028687
ScomH1c09g0029127	ScomH2c09g0028682
ScomH1c09g0029128	ScomH2c09g0028681
ScomH1c09g0029129	ScomH2c09g0028680
ScomH1c09g0029130	ScomH2c09g0028679
ScomH1c09g0029131	ScomH2c09g0028677
ScomH1c09g0029134	ScomH2c09g0028675
ScomH1c09g0029135	ScomH2c09g0028674
ScomH1c09g0029136	ScomH2c09g0028672
ScomH1c09g0029138	ScomH2c09g0028671
ScomH1c09g0029139	ScomH2c09g0028670
ScomH1c09g0029140	ScomH2c09g0028669
ScomH1c09g0029141	ScomH2c09g0028668
ScomH1c09g0029142	ScomH2c09g0028666
ScomH1c09g0029144	ScomH2c09g0028664
ScomH1c09g0029145	ScomH2c09g0028663
ScomH1c09g0029146	ScomH2c09g0028662
ScomH1c09g0029147	ScomH2c09g0028661
ScomH1c09g0029148	ScomH2c09g0028660
ScomH1c09g0029150	ScomH2c09g0028656
ScomH1c09g0029152	ScomH2c09g0028655
ScomH1c09g0029153	ScomH2c09g0028654
ScomH1c09g0029154	ScomH2c09g0028653
ScomH1c09g0029155	ScomH2c09g0028652
ScomH1c09g0029156	ScomH2c09g0028651
ScomH1c09g0029157	ScomH2c09g0028650
ScomH1c09g0029159	ScomH2c09g0028649
ScomH1c09g0029161	ScomH2c09g0028648
ScomH1c09g0029162	ScomH2c09g0028647
ScomH1c09g0029163	ScomH2c09g0028646
ScomH1c09g0029164	ScomH2c09g0028643
ScomH1c09g0029167	ScomH2c09g0028638
ScomH1c09g0029168	ScomH2c09g0028637
ScomH1c09g0027797	ScomH2c10g0031980
ScomH1c09g0027816	ScomH2c10g0031991
ScomH1c09g0027832	ScomH2c10g0032006
ScomH1c09g0027835	ScomH2c10g0032009
ScomH1c09g0027855	ScomH2c10g0032016
ScomH1c09g0027861	ScomH2c10g0032020
ScomH1c09g0027870	ScomH2c10g0032022
ScomH1c09g0027884	ScomH2c10g0032024
ScomH1c09g0027898	ScomH2c10g0032043
ScomH1c09g0028192	ScomH2c10g0032062
ScomH1c09g0028194	ScomH2c10g0032063
ScomH1c09g0028203	ScomH2c10g0032067
ScomH1c09g0028204	ScomH2c10g0032068
ScomH1c09g0028215	ScomH2c10g0032076
ScomH1c09g0028217	ScomH2c10g0032077
ScomH1c09g0028245	ScomH2c10g0032079
ScomH1c09g0028246	ScomH2c10g0032086
ScomH1c09g0028257	ScomH2c10g0032088
ScomH1c09g0028264	ScomH2c10g0032089
ScomH1c09g0028270	ScomH2c10g0032092
ScomH1c09g0028280	ScomH2c10g0032094
ScomH1c09g0027916	ScomH2c10g0032454
ScomH1c09g0027934	ScomH2c10g0032440
ScomH1c09g0027938	ScomH2c10g0032439
ScomH1c09g0027948	ScomH2c10g0032438
ScomH1c09g0027972	ScomH2c10g0032432
ScomH1c09g0027981	ScomH2c10g0032429
ScomH1c09g0027984	ScomH2c10g0032427
ScomH1c09g0028008	ScomH2c10g0032421
ScomH1c09g0028010	ScomH2c10g0032420
ScomH1c09g0028019	ScomH2c10g0032419
ScomH1c09g0028042	ScomH2c10g0032417
ScomH1c09g0028059	ScomH2c10g0032407
ScomH1c09g0028060	ScomH2c10g0032406
ScomH1c09g0028065	ScomH2c10g0032402
ScomH1c09g0028066	ScomH2c10g0032401
ScomH1c09g0028075	ScomH2c10g0032397
ScomH1c09g0028081	ScomH2c10g0032394
ScomH1c09g0028085	ScomH2c10g0032392
ScomH1c09g0028113	ScomH2c10g0032386
ScomH1c09g0028128	ScomH2c10g0032381
ScomH1c09g0028137	ScomH2c10g0032374
ScomH1c09g0028140	ScomH2c10g0032372
ScomH1c09g0028148	ScomH2c10g0032370
ScomH1c09g0028151	ScomH2c10g0032369
ScomH1c09g0028163	ScomH2c10g0032361
ScomH1c09g0028179	ScomH2c10g0032356
ScomH1c09g0028202	ScomH2c10g0032340
ScomH1c09g0030323	ScomH2c12g0038033
ScomH1c09g0030343	ScomH2c12g0038036
ScomH1c09g0030347	ScomH2c12g0038038
ScomH1c09g0030348	ScomH2c12g0038043
ScomH1c09g0030357	ScomH2c12g0038046
ScomH1c09g0030371	ScomH2c12g0038048
ScomH1c09g0030373	ScomH2c12g0038049
ScomH1c09g0030389	ScomH2c12g0038050
ScomH1c10g0032502	ScomH2c09g0027399
ScomH1c10g0032513	ScomH2c09g0027415
ScomH1c10g0032533	ScomH2c09g0027432
ScomH1c10g0032536	ScomH2c09g0027435
ScomH1c10g0032543	ScomH2c09g0027450
ScomH1c10g0032547	ScomH2c09g0027457
ScomH1c10g0032548	ScomH2c09g0027465
ScomH1c10g0032549	ScomH2c09g0027466
ScomH1c10g0032551	ScomH2c09g0027478
ScomH1c10g0032573	ScomH2c09g0027492
ScomH1c10g0032968	ScomH2c09g0027564
ScomH1c10g0032965	ScomH2c09g0027571
ScomH1c10g0032963	ScomH2c09g0027574
ScomH1c10g0032956	ScomH2c09g0027600
ScomH1c10g0032955	ScomH2c09g0027604
ScomH1c10g0032954	ScomH2c09g0027614
ScomH1c10g0032952	ScomH2c09g0027636
ScomH1c10g0032941	ScomH2c09g0027651
ScomH1c10g0032940	ScomH2c09g0027652
ScomH1c10g0032936	ScomH2c09g0027657
ScomH1c10g0032935	ScomH2c09g0027658
ScomH1c10g0032934	ScomH2c09g0027670
ScomH1c10g0032932	ScomH2c09g0027672
ScomH1c10g0032927	ScomH2c09g0027678
ScomH1c10g0032925	ScomH2c09g0027682
ScomH1c10g0032920	ScomH2c09g0027714
ScomH1c10g0032915	ScomH2c09g0027727
ScomH1c10g0032910	ScomH2c09g0027737
ScomH1c10g0032907	ScomH2c09g0027740
ScomH1c10g0032905	ScomH2c09g0027748
ScomH1c10g0032904	ScomH2c09g0027751
ScomH1c10g0032897	ScomH2c09g0027762
ScomH1c10g0032892	ScomH2c09g0027777
ScomH1c10g0032879	ScomH2c09g0027816
ScomH1c10g0032872	ScomH2c09g0027835
ScomH1c10g0032867	ScomH2c09g0027839
ScomH1c10g0032866	ScomH2c09g0027840
ScomH1c10g0032862	ScomH2c09g0027853
ScomH1c10g0032860	ScomH2c09g0027865
ScomH1c12g0038632	ScomH2c09g0030090
ScomH1c12g0038633	ScomH2c09g0030095
ScomH1c12g0038639	ScomH2c09g0030113
ScomH1c12g0038640	ScomH2c09g0030118
ScomH1c12g0038641	ScomH2c09g0030120
ScomH1c12g0038648	ScomH2c09g0030128
ScomH1c10g0032169	ScomH2c10g0031649
ScomH1c10g0032171	ScomH2c10g0031651
ScomH1c10g0032172	ScomH2c10g0031652
ScomH1c10g0032173	ScomH2c10g0031655
ScomH1c10g0032176	ScomH2c10g0031665
ScomH1c10g0032177	ScomH2c10g0031668
ScomH1c10g0032178	ScomH2c10g0031669
ScomH1c10g0032180	ScomH2c10g0031677
ScomH1c10g0032184	ScomH2c10g0031681
ScomH1c10g0032185	ScomH2c10g0031682
ScomH1c10g0032186	ScomH2c10g0031683
ScomH1c10g0032187	ScomH2c10g0031684
ScomH1c10g0032188	ScomH2c10g0031685
ScomH1c10g0032189	ScomH2c10g0031686
ScomH1c10g0032191	ScomH2c10g0031689
ScomH1c10g0032192	ScomH2c10g0031692
ScomH1c10g0032194	ScomH2c10g0031693
ScomH1c10g0032198	ScomH2c10g0031694
ScomH1c10g0032199	ScomH2c10g0031697
ScomH1c10g0032200	ScomH2c10g0031698
ScomH1c10g0032205	ScomH2c10g0031703
ScomH1c10g0032207	ScomH2c10g0031707
ScomH1c10g0032209	ScomH2c10g0031709
ScomH1c10g0032210	ScomH2c10g0031710
ScomH1c10g0032211	ScomH2c10g0031711
ScomH1c10g0032214	ScomH2c10g0031715
ScomH1c10g0032215	ScomH2c10g0031716
ScomH1c10g0032216	ScomH2c10g0031717
ScomH1c10g0032218	ScomH2c10g0031718
ScomH1c10g0032221	ScomH2c10g0031720
ScomH1c10g0032224	ScomH2c10g0031723
ScomH1c10g0032225	ScomH2c10g0031724
ScomH1c10g0032227	ScomH2c10g0031726
ScomH1c10g0032229	ScomH2c10g0031727
ScomH1c10g0032231	ScomH2c10g0031729
ScomH1c10g0032232	ScomH2c10g0031730
ScomH1c10g0032234	ScomH2c10g0031732
ScomH1c10g0032235	ScomH2c10g0031733
ScomH1c10g0032236	ScomH2c10g0031734
ScomH1c10g0032237	ScomH2c10g0031735
ScomH1c10g0032238	ScomH2c10g0031736
ScomH1c10g0032239	ScomH2c10g0031737
ScomH1c10g0032240	ScomH2c10g0031738
ScomH1c10g0032241	ScomH2c10g0031739
ScomH1c10g0032242	ScomH2c10g0031740
ScomH1c10g0032243	ScomH2c10g0031741
ScomH1c10g0032244	ScomH2c10g0031742
ScomH1c10g0032248	ScomH2c10g0031745
ScomH1c10g0032249	ScomH2c10g0031746
ScomH1c10g0032251	ScomH2c10g0031747
ScomH1c10g0032253	ScomH2c10g0031749
ScomH1c10g0032255	ScomH2c10g0031751
ScomH1c10g0032256	ScomH2c10g0031752
ScomH1c10g0032257	ScomH2c10g0031753
ScomH1c10g0032258	ScomH2c10g0031754
ScomH1c10g0032260	ScomH2c10g0031756
ScomH1c10g0032262	ScomH2c10g0031759
ScomH1c10g0032264	ScomH2c10g0031763
ScomH1c10g0032265	ScomH2c10g0031764
ScomH1c10g0032266	ScomH2c10g0031765
ScomH1c10g0032269	ScomH2c10g0031769
ScomH1c10g0032270	ScomH2c10g0031770
ScomH1c10g0032271	ScomH2c10g0031771
ScomH1c10g0032272	ScomH2c10g0031772
ScomH1c10g0032273	ScomH2c10g0031773
ScomH1c10g0032274	ScomH2c10g0031774
ScomH1c10g0032275	ScomH2c10g0031775
ScomH1c10g0032276	ScomH2c10g0031776
ScomH1c10g0032277	ScomH2c10g0031777
ScomH1c10g0032279	ScomH2c10g0031779
ScomH1c10g0032280	ScomH2c10g0031780
ScomH1c10g0032282	ScomH2c10g0031781
ScomH1c10g0032284	ScomH2c10g0031782
ScomH1c10g0032285	ScomH2c10g0031783
ScomH1c10g0032286	ScomH2c10g0031784
ScomH1c10g0032287	ScomH2c10g0031785
ScomH1c10g0032288	ScomH2c10g0031786
ScomH1c10g0032289	ScomH2c10g0031787
ScomH1c10g0032290	ScomH2c10g0031788
ScomH1c10g0032291	ScomH2c10g0031789
ScomH1c10g0032293	ScomH2c10g0031790
ScomH1c10g0032294	ScomH2c10g0031791
ScomH1c10g0032295	ScomH2c10g0031792
ScomH1c10g0032296	ScomH2c10g0031793
ScomH1c10g0032297	ScomH2c10g0031794
ScomH1c10g0032298	ScomH2c10g0031795
ScomH1c10g0032299	ScomH2c10g0031796
ScomH1c10g0032300	ScomH2c10g0031797
ScomH1c10g0032301	ScomH2c10g0031798
ScomH1c10g0032302	ScomH2c10g0031799
ScomH1c10g0032303	ScomH2c10g0031800
ScomH1c10g0032306	ScomH2c10g0031802
ScomH1c10g0032307	ScomH2c10g0031803
ScomH1c10g0032308	ScomH2c10g0031804
ScomH1c10g0032309	ScomH2c10g0031805
ScomH1c10g0032310	ScomH2c10g0031806
ScomH1c10g0032311	ScomH2c10g0031807
ScomH1c10g0032312	ScomH2c10g0031809
ScomH1c10g0032313	ScomH2c10g0031810
ScomH1c10g0032314	ScomH2c10g0031811
ScomH1c10g0032315	ScomH2c10g0031812
ScomH1c10g0032316	ScomH2c10g0031813
ScomH1c10g0032317	ScomH2c10g0031814
ScomH1c10g0032319	ScomH2c10g0031816
ScomH1c10g0032321	ScomH2c10g0031818
ScomH1c10g0032322	ScomH2c10g0031819
ScomH1c10g0032323	ScomH2c10g0031820
ScomH1c10g0032325	ScomH2c10g0031821
ScomH1c10g0032326	ScomH2c10g0031822
ScomH1c10g0032327	ScomH2c10g0031823
ScomH1c10g0032328	ScomH2c10g0031824
ScomH1c10g0032329	ScomH2c10g0031825
ScomH1c10g0032330	ScomH2c10g0031826
ScomH1c10g0032331	ScomH2c10g0031827
ScomH1c10g0032334	ScomH2c10g0031828
ScomH1c10g0032335	ScomH2c10g0031829
ScomH1c10g0032336	ScomH2c10g0031830
ScomH1c10g0032339	ScomH2c10g0031834
ScomH1c10g0032340	ScomH2c10g0031835
ScomH1c10g0032341	ScomH2c10g0031836
ScomH1c10g0032342	ScomH2c10g0031837
ScomH1c10g0032343	ScomH2c10g0031838
ScomH1c10g0032347	ScomH2c10g0031839
ScomH1c10g0032350	ScomH2c10g0031844
